,CAGR,Annual Vol,Sharpe,Max Drawdown,Calmar
Shared_180d,0.12389498960892187,0.12003067477699973,1.0321943939672213,-0.23870130967870928,0.5190377454387823
Shared_180d_VolTarget_Sleeve,0.11766091460790506,0.10852058184983891,1.084226720887967,-0.2033394945139494,0.5786427023887056
Shared_252d,0.1518726084076587,0.13196817628013444,1.1508275153039342,-0.22592079573098545,0.6722382856180296
Shared_252d_VolTarget_Sleeve,0.12875766343846728,0.11287042756087648,1.1407564073328424,-0.20162850587357983,0.6385885908374372
Shared_252d_MinVar_VolTarget_Sleeve,0.13476675281948958,0.11378954070693918,1.184350969185968,-0.20627518092804198,0.6533347939057305
Best_Static_ETF_Level,0.12222718372518471,0.12624848886638462,0.968147696837339,-0.22781900102746278,0.5365100504081776
Best_Static_ETF_Level_VolTarget_Sleeve,0.11892113771957669,0.10607012084298151,1.1211558615608526,-0.20343069306532247,0.5845781476121236
SPY_BuyHold,0.13973273870704195,0.14915339770127875,0.9368391257629659,-0.23927174690875153,0.5839918022595886
Portfolio_60_40,0.07809336844500447,0.10855949908002353,0.719360066201473,-0.20507491096330965,0.3808041075242808
DBMF,0.10696426043455176,0.12092424500764146,0.8845559501139947,-0.17298495382380408,0.6183443014558452
KMLM,0.04376961298306181,0.1279124402061799,0.3421841762420474,-0.2592631547161449,0.1688231134539079
RPAR,0.026869638254023887,0.13644854636408754,0.19692139616003868,-0.28580766002684976,0.09401300948861784
